"Arm1","Arm2","Arm3","Arm4","Arm5","Arm6","Arm7","Arm8","Arm9","Arm10"
0.629712933080491,1.25419585456436,0.636094692688598,-1.14257862500905,-0.189295342418273,0.0769507756381881,0.474060020705387,-0.756085006206077,-1.57207235650853,0.820728066814909
-0.711730505116464,-0.0296523246924681,-0.65280840558019,0.396257358056973,-0.0894972381356268,-0.847096998402361,0.394887409884277,-0.387961784940333,0.0315561746892549,-1.12012175752144
-0.17474888332069,-0.476578783254608,0.199941662603306,1.69877463486802,1.51265337756607,0.164273913728377,0.693677454548594,0.0355881972820974,0.132735520874773,-1.35007816130892
0.360339410404105,-2.42151801978282,0.219593612561093,0.0921097277253677,-0.62846473110765,-1.06576219626578,-0.0504589892333759,1.37471245253238,0.335014085418057,-0.167243041283048
0.156988452106478,1.36313183904604,-0.420738208953991,-0.0919716416303296,-0.373102745578364,-2.0648933267648,-1.86522021358483,0.162752155871581,0.180775415545081,-1.20284239632124
0.387653316932957,-0.912590222699309,-1.20980414481545,-0.297311196298419,0.13159785639978,-2.07069922759036,-1.29367064975945,-1.57675967260837,-0.288440630709381,-1.04373099034839
-0.122432254119746,-0.876294062193866,0.230421552967134,0.81227223835779,-0.453852361278361,-2.64684161897669,1.16085688415304,1.01838468126322,-0.0646465726522459,-0.195989093501308
0.929728268060334,0.551786912057166,-0.45919536502091,-1.09603270437432,1.19873809727187,0.212444771214226,-0.191327553365015,1.59677360724505,-1.09036789515504,1.47396069776646
-0.0200479835497359,-1.46627498871908,0.281659168843653,0.540742939494302,-0.610994707979915,-0.769437656860372,-0.436071420662656,1.78701500821726,-0.149785744155088,0.593383543080577
0.159861814552762,-0.456815426616403,0.0295394665174632,-0.923380831257766,-0.202392497635295,-0.061801462966939,0.836782273530947,0.815211921686988,0.910204359638193,-0.716807653357282
0.458538936395217,-0.650198497541011,1.46277757225563,1.14513827860849,1.21708888102388,1.4076435959108,-0.380055593823357,1.69138367869865,0.570092999499093,0.186660153158211
-0.0570626437970007,-1.68367373870595,-0.847683085149655,1.81080377263369,1.29773160839936,0.141596601384668,-0.821684959611433,-0.591803992217007,-0.501355627237882,0.622367314884304
0.441417671445372,-0.79306656414452,0.287396404275525,0.0998689261539618,0.322267480474029,0.860953898146589,0.13632069730655,-1.74458819666132,-0.434654564202012,-0.274706154570668
-1.35199392624558,-0.202584323056085,0.614683518693185,0.477830770360674,0.681707109756941,-0.485853862352343,-1.84159753773799,0.656719812841564,0.555742737821284,0.0643045478174345
0.726385623082593,0.420991058357459,0.969633405242689,1.39368654111709,-0.463811845781332,-0.178970752935523,-1.56454595834173,0.63750911174101,0.103608110521186,-0.408789804928166
1.59457097591807,0.864012915296905,0.548515129369892,1.4578337797485,0.296698339444874,0.0993845327185614,-0.770135428917464,0.445644022476643,0.394609510732065,1.38094454512562
-0.572115759534458,-0.341892885812463,-1.27505493703043,0.405186313077295,0.456008424486817,-0.188520953502003,0.228909324407477,0.492864926689229,0.411481415131235,-2.90211226104139
